web-scraper-order,author,title,content,positively_rated
1578434783-4921,Michael Kiernan,"Easy install, but poor design of shape and design since the entire edge does not sit properly","Product was easy to install the way it was described, but when installing it on my iPad Pro 9.7 everything went down like it was supposed to except the edges all the way around it did not seat itself. The entire perimeter of the screen protector would not fit on the screen flush resulting in air pockets all the way around and dust getting stuck to the adhesive within this gap. This then creates the screen protector to slowly remove itself because of this. I thought maybe I had a defective one and I had bought two of these, so I would use the other one. Nope the same thing happened and I wasted my money on two of these. Everything else was good except that it does not fit properly around all the edges of it.",0
1578435480-7477,Say No To RealName,Does a good job protecting the ipad,"Does a good job protecting the ipad.  As other have noted, there are bubbles on the edges even though I was extremely careful applying it.  Also, a small bit of the long side of the protector chipped off, but did not damage the ipad.  Not sure when or how it happened so it could have just been doing it's job though.",1
1578435287-6817,Philip  C,Excellent product really nice for the money great price,Excellent product really nice for the money great price,1
1578435418-7261,Uncle Melville,Glass Screen protector,"Awesome product. Very easy to install. So much easier than the plastic film screen protectors to install. No bubbles, no mess and this glass protector came with all the tools needed to do a quality installation! Great product.",1
1578434705-4634,Arlene M. Singh,Super easy to put on after watching the video,I want to say how easy this was to put on. I was glad to see there was a youtube video link included in the instructions. I watched it a few times and viola! Easy peasy. I did have the air bubbles on the first try but followed the instructions and they came out easily and never came back. My screen protector has only been on a few days but I feel very secure thus far placing it on my new ipad I just received as an early birthday gift. Male sure you watch the video as instructioned prior.,1
1578434890-5327,Flutterby,Fingerprints,"Not thrilled. Installed on a brand new iPad. Dust spot, of course, even though iPad has not even been powered on and installation instructions were followed. Plus it seems to have retained odd fingerprint spots where touched on outside, not adhesive side.  Package did not include “bubble removal card” as referenced in instructions. That may have made a difference. Will need a new protector, fingerprint spots will drive me insane. Will likely return to previous brand.",0
1578435790-8647,Anthony Roman,Good protection,Good protection but so easy to attract dust wheb applying,1
1578435213-6533,Chelsea,Bought twice ❤️,"Super easy to put on and very easy to adjust, I wasn’t patient enough when fixing an air bubble when applying the first one and snapped it 🙄 reordered immediately, love it!",1
1578435591-7891,not you,watch someone do it on youtube,"Don't follow their directions, watch someone do it on youtube. Lots of air bubbles, and as someone said before, you can reapply it, but why put your iPad in jeopardy over a silly screen protector.",0
1578435152-6320,Alanna OShea,Cracked already,I have ordered this product received a faulty one I guess screen cracked but Lucust's customer service reached out to me right away and resolved the issue by sending a replacement screen protector. The customer service person that reached out was Bunny she was very helpful and nice. I would recommend this product to others.,1
1578435666-8181,sister M Bernadette Copak,Four Stars,great,1
1578434986-5694,Cheyenne Scott-Budd,Happy customer,Easy to apply on iPad. Bubbles were extremely easy to remove. And I love that it gives a tool to remove the bubbles and a cloth to wipe the screen.,1
1578435980-9330,Tatiana,Not perfect!,"The glass is not straight, I tried to lineup by home button but the ages are not straight at all!",0
1578435167-6365,Bob LaBlaw,Excellent but easier if you remove the ipad from the case first,Well made and packaged.  Instructions were incredible and all components were neatly labeled.  I think it would be easier if the ipad had been removed from the case first.  That is not a fault of the product though.  I plan to purchase one for my bigger ipad as well.,1
1578434981-5676,CND,The product was very easy to apply,The product was very easy to apply. It included cleaning products to prep the surface and instructions for a quick and easy installation. Mine fit perfectly with just a small bubble that i was able to rub smooth in a couple of minutes. I bought this because we dropped our ipad and cracked the screen in the corner. We wanted something that would protect us from cutting our fingers or having the glass chip away. This was an inexpensive alternative to replacing the screen. I would highly recommend this product.,1
1578434879-5291,Brewmaster C,"They work, hard to place lint free.","Like most other peel and stick glass covers.
Needs a static discharge before pulling off plastic. Static will draw any nearby dust,dirt particles and will be between the screen and glass, these can be a nightmare to place without debris behind glass.",1
1578434729-4729,J. Christensen,"Works with Apple Pencil, does not protect against rush hour traffic","Just installed my second protector (first died with my previous iPad that I left on top of my car as I drove away - turns out 1000 cars running it over will not only destroy the screen protector, but will also thoroughly annihilate the iPad). The first time was a snap, I was surprised how easy it was. This time it took me an extra five minutes to run all of the air bubbles out. Not sure what I did differently/wrong this time, but in the end it worked!
This is on my iPad 2018 and it works with the Apple pencil as advertised.
Mostly looking to protect from scratches, as it clearly doesn't protect from vehicular damage. :D",1
