web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1578435460-7401","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","johnny mendoza","Satisfied","July 29, 2019","Satisfied","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_295?ie=UTF8&pageNumber=295&reviewerType=all_reviews"
"1578434806-5016","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Zachariah Shawn","Really great budget screen protector.","July 12, 2017","This screen protector fits iPad Pro flawlessly! It's made of a thin sheet of tempered glass so it feels just like the iPads screen: glossy, slick and easy to maneuver around. The one thing I've found that's disappointing, is it attracts finger prints like no body's business! There is no anti-fingerprint coating so I find myself cleaning it frequently but as far as protection, fit and look go, it's great. The screen itself comes with easy to follow instructions, tools to place the screen and tools to clean the device first to ensure a flawless finish. This is the 9.7 inch model iPad and screen protector so be sure your device isn't the 10.5 inch or 12.7 inch model before ordering.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_56?ie=UTF8&pageNumber=56&reviewerType=all_reviews"
"1578434783-4921","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Michael Kiernan","Easy install, but poor design of shape and design since the entire edge does not sit properly","May 19, 2017","Product was easy to install the way it was described, but when installing it on my iPad Pro 9.7 everything went down like it was supposed to except the edges all the way around it did not seat itself. The entire perimeter of the screen protector would not fit on the screen flush resulting in air pockets all the way around and dust getting stuck to the adhesive within this gap. This then creates the screen protector to slowly remove itself because of this. I thought maybe I had a defective one and I had bought two of these, so I would use the other one. Nope the same thing happened and I wasted my money on two of these. Everything else was good except that it does not fit properly around all the edges of it.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&reviewerType=all_reviews"
"1578435480-7477","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Say No To RealName","Does a good job protecting the ipad","March 23, 2017","Does a good job protecting the ipad.  As other have noted, there are bubbles on the edges even though I was extremely careful applying it.  Also, a small bit of the long side of the protector chipped off, but did not damage the ipad.  Not sure when or how it happened so it could have just been doing it's job though.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_302?ie=UTF8&pageNumber=302&reviewerType=all_reviews"
"1578435287-6817","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Philip  C","Excellent product really nice for the money great price","April 5, 2019","Excellent product really nice for the money great price","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_236?ie=UTF8&pageNumber=236&reviewerType=all_reviews"
"1578435418-7261","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Uncle Melville","Glass Screen protector","February 16, 2017","Awesome product. Very easy to install. So much easier than the plastic film screen protectors to install. No bubbles, no mess and this glass protector came with all the tools needed to do a quality installation! Great product.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_281?ie=UTF8&pageNumber=281&reviewerType=all_reviews"
"1578434705-4634","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Arlene M. Singh","Super easy to put on after watching the video","October 3, 2019","I want to say how easy this was to put on. I was glad to see there was a youtube video link included in the instructions. I watched it a few times and viola! Easy peasy. I did have the air bubbles on the first try but followed the instructions and they came out easily and never came back. My screen protector has only been on a few days but I feel very secure thus far placing it on my new ipad I just received as an early birthday gift. Male sure you watch the video as instructioned prior.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1578434890-5327","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Flutterby","Fingerprints","March 9, 2019","Not thrilled. Installed on a brand new iPad. Dust spot, of course, even though iPad has not even been powered on and installation instructions were followed. Plus it seems to have retained odd fingerprint spots where touched on outside, not adhesive side.  Package did not include “bubble removal card” as referenced in instructions. That may have made a difference. Will need a new protector, fingerprint spots will drive me insane. Will likely return to previous brand.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_87?ie=UTF8&pageNumber=87&reviewerType=all_reviews"
"1578435790-8647","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Anthony Roman","Good protection","October 24, 2018","Good protection but so easy to attract dust wheb applying","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_419?ie=UTF8&pageNumber=419&reviewerType=all_reviews"
"1578435213-6533","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Chelsea","Bought twice ❤️","January 20, 2018","Super easy to put on and very easy to adjust, I wasn’t patient enough when fixing an air bubble when applying the first one and snapped it 🙄 reordered immediately, love it!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_208?ie=UTF8&pageNumber=208&reviewerType=all_reviews"
"1578435591-7891","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","not you","watch someone do it on youtube","December 25, 2017","Don't follow their directions, watch someone do it on youtube. Lots of air bubbles, and as someone said before, you can reapply it, but why put your iPad in jeopardy over a silly screen protector.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_344?ie=UTF8&pageNumber=344&reviewerType=all_reviews"
"1578435152-6320","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Alanna OShea","Cracked already","March 27, 2018","I have ordered this product received a faulty one I guess screen cracked but Lucust's customer service reached out to me right away and resolved the issue by sending a replacement screen protector. The customer service person that reached out was Bunny she was very helpful and nice. I would recommend this product to others.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_186?ie=UTF8&pageNumber=186&reviewerType=all_reviews"
"1578435666-8181","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","sister M Bernadette Copak","Four Stars","March 1, 2018","great","4.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_373?ie=UTF8&pageNumber=373&reviewerType=all_reviews"
"1578434986-5694","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Cheyenne Scott-Budd","Happy customer","July 18, 2019","Easy to apply on iPad. Bubbles were extremely easy to remove. And I love that it gives a tool to remove the bubbles and a cloth to wipe the screen.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_124?ie=UTF8&pageNumber=124&reviewerType=all_reviews"
"1578435980-9330","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Tatiana","Not perfect!","November 19, 2017","The glass is not straight, I tried to lineup by home button but the ages are not straight at all!","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_487?ie=UTF8&pageNumber=487&reviewerType=all_reviews"
"1578435167-6365","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Bob LaBlaw","Excellent but easier if you remove the ipad from the case first","January 2, 2017","Well made and packaged.  Instructions were incredible and all components were neatly labeled.  I think it would be easier if the ipad had been removed from the case first.  That is not a fault of the product though.  I plan to purchase one for my bigger ipad as well.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_191?ie=UTF8&pageNumber=191&reviewerType=all_reviews"
"1578434981-5676","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","CND","The product was very easy to apply","February 10, 2018","The product was very easy to apply. It included cleaning products to prep the surface and instructions for a quick and easy installation. Mine fit perfectly with just a small bubble that i was able to rub smooth in a couple of minutes. I bought this because we dropped our ipad and cracked the screen in the corner. We wanted something that would protect us from cutting our fingers or having the glass chip away. This was an inexpensive alternative to replacing the screen. I would highly recommend this product.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_122?ie=UTF8&pageNumber=122&reviewerType=all_reviews"
"1578434879-5291","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Brewmaster C","They work, hard to place lint free.","January 20, 2019","Like most other peel and stick glass covers.
Needs a static discharge before pulling off plastic. Static will draw any nearby dust,dirt particles and will be between the screen and glass, these can be a nightmare to place without debris behind glass.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_84?ie=UTF8&pageNumber=84&reviewerType=all_reviews"
"1578434729-4729","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","J. Christensen","Works with Apple Pencil, does not protect against rush hour traffic","May 8, 2018","Just installed my second protector (first died with my previous iPad that I left on top of my car as I drove away - turns out 1000 cars running it over will not only destroy the screen protector, but will also thoroughly annihilate the iPad). The first time was a snap, I was surprised how easy it was. This time it took me an extra five minutes to run all of the air bubbles out. Not sure what I did differently/wrong this time, but in the end it worked!
This is on my iPad 2018 and it works with the Apple pencil as advertised.
Mostly looking to protect from scratches, as it clearly doesn't protect from vehicular damage. :D","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1578435868-8912","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Carolyn Herzog","Great","January 4, 2020","I loved it was easy to use","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_446?ie=UTF8&pageNumber=446&reviewerType=all_reviews"
"1578436011-9439","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Slbwick","So far so good!","August 9, 2017","So far so good. I just put it on last night and it is working great for me","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_498?ie=UTF8&pageNumber=498&reviewerType=all_reviews"
"1578435296-6843","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","dena oquain","Extra protection","April 23, 2018","I use my iPad in the construction industry and this screen protector is FANTASTIC, scratch resistant, and 9H hardness, I am worry free on site","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_239?ie=UTF8&pageNumber=239&reviewerType=all_reviews"
